,Mission Area,Office/Division/National Program,Program,Program Category,URL,Domain,Description,Notes,Program Types,Cost/Budget,KPI,Inactive?,Broken Link on portal,Not a program?,Reviewed By
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Invasive Species Program,Emphasis Area Programs,https://nifa.usda.gov/program/invasive-species-program,nifa.usda.gov,"Invasive species are organisms that are non-native to an ecosystem and whose introduction causes economic, social, or environmental harm. Nearly every terrestrial, wetland, and aquatic ecosystem in the United States has been invaded by non-native species, with economic losses estimated at $137 billion per year. NIFA is actively engaged in the battle against invasive species through leadership, grant opportunities, and collaboration with partners.",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Animal & Plant Biosecurity,Emphasis Area Programs,https://nifa.usda.gov/program/animal-plant-biosecurity,nifa.usda.gov,"One of our nation's premier concerns since September 11, 2001 is biosecurity. NIFA and its land-grant university partners play a major role in helping to monitor and prevent disease outbreaks",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Biological Control Program,Emphasis Area Programs,https://nifa.usda.gov/program/biological-control-program,nifa.usda.gov,"NIFA supports research in bio-based pest management, which has the goal of providing safer and more effective methods of controlling pests while reducing our reliance on synthetic pesticides.
Biological control is particularly desirable because the tactic is environmentally safe, energy self-sufficient, cost-effective, sustainable, and can be readily incorporated into integrated pest management (IPM) programs. Furthermore, in many cases benefits from the use of natural enemies accrue at no additional cost. The practice of biological control usually involves one or more of the following approaches: 1) the importation of exotic natural enemies (classical biological control); 2) the conservation of resident or introduced beneficial organisms; and 3) the mass production and periodic release of natural enemies.",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Soil Programs,Grant Programs,https://nifa.usda.gov/program/soil-programs,nifa.usda.gov,"Soil is a complex and dynamic natural resource on the Earth's surface. It supports plant growth, affects water and air quality, and helps clean up natural and human-made wastes. NIFA is involved in a diverse range of research, education, and outreach activities to better understand, maintain, and restore the health of this vital natural resource",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Youth Education,Emphasis Area Programs,https://nifa.usda.gov/program/youth-education,nifa.usda.gov,"Through formal classroom instruction and non-formal training, NIFA offers youth education programs in many ""real-world"" issues like nutrition; the importance of agriculture and the environment; and financial management. NIFA partners with the Land-Grant University System, the public and private agricultural and non-agricultural sectors, and other federal, state, and local agencies to fund, develop, and deliver youth education programs",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Family & Small Farm Program,Grant Programs,https://nifa.usda.gov/program/family-small-farm-program,nifa.usda.gov,"Farms and ranches are of vital importance to the United States. With the vast majority of the population living in urban or semi-urban communities, it is easy to forget the importance and scope of our agricultural production. NIFA administers competitive and non-competitive funding opportunities that help its partners undertake research, education, and extension activities that support the work of farmers and ranchers across the United States.",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Global Engagement,Emphasis Area Programs,https://nifa.usda.gov/program/global-engagement,nifa.usda.gov,"Global engagement is necessary to efficiently achieve some of our key domestic goals. The Center for International Programs works to enhance the effectiveness of NIFA and institutions it serves to engage globally to achieve these goals through the development of international partnerships, facilitation of collaborations to build capacity at home and abroad, and promotion of current opportunities for global engagement within NIFA programs",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Aquaculture,Emphasis Area Programs,https://nifa.usda.gov/program/aquaculture,nifa.usda.gov,"Global demand for seafood is projected to increase by 70 percent in the next 30 years, and harvests from capture fisheries are stable or declining. A consensus is growing that a dramatic increase in aquaculture is needed to supply future aquatic food needs. In cooperation with our land-grant university partners and diverse stakeholders, NIFA provides leadership and funding for aquaculture research, technology development, and extension programs.",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,"Precision, Geospatial & Sensor Technologies Programs",Emphasis Area Programs,https://nifa.usda.gov/program/precision-geospatial-sensor-technologies-programs,nifa.usda.gov,"Narrow profit margins, global competition, and attention to public goods have forced many producers, processors, and communities to carefully measure, monitor, micromanage resources to increase efficiency and overall benefit. Through program leadership and grants, NIFA emphasizes the use of information and precision technologies to deliver decision tools that improve management capabilities for agricultural, food, forestry, and community enterprises.",,Emphasis Area,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Ecosystems Programs,Grant Programs,https://nifa.usda.gov/program/ecosystems-programs,nifa.usda.gov,"Ecosystems are as dynamic and complex as the plant, animal, microbial and the nonliving components of which they are made. Humans are an integral part of most ecosystems--not only are we agents of change, but we are consumers of ecosystem goods and services. The goal of NIFA's ecosystem programs is to increase the scientific and public understanding that human well-being is inextricably linked to the sustainable use and management of ecosystems",,Grants,,,,,,Erik Bethke
